NAME	DESCRIPTION	A54933	A54934	A54935	A54936	A54937	A54938
MOSMO	na	2.1679	2.3957	2.4857	2.3113	2.34	2.2928
E2F8	na	23.3451	24.7149	25.1473	17.7151	17.3706	17.5539
ZNF781	na	3.7857	3.7513	3.8981	3.7075	4.1884	3.7441
PLAUR	na	34.2601	44.3127	30.5703	33.0557	25.3873	31.9231
RPL27A	na	30.5127	32.9866	30.1133	29.4659	28.0989	30.3339
KCNK6	na	5.5561	6.9972	6.3449	6.129	5.3838	6.4628
TMEM150B	na	3.0065	3.9608	3.1386	2.415	1.3471	2.0349
ZNF526	na	6.3497	5.4566	5.6407	5.5404	6.5777	5.227
PRR12	na	10.876	10.6096	10.868	10.562	10.9583	9.6899
TICRR	na	8.6614	9.8428	8.9516	7.2617	6.2348	5.7919
ZNF787	na	19.9702	18.8299	18.4834	17.093	16.2671	16.1499
FAM187B	na	0.3069	0.4819	0.2845	0.3203	0.5954	0.419
FBL	na	80.4423	85.5613	75.6169	68.1283	59.6793	62.3161
NIPA1	na	1.6533	1.0664	1.82	2.2881	2.5316	2.0781
NGRN	na	21.1466	20.4242	20.5117	18.023	18.3574	17.6106
C2CD3	na	7.3677	6.8548	7.2522	6.2073	6.9889	6.1346
ZNF768	na	11.2908	10.6729	11.3473	10.8803	11.99	11.3018
ZFP30	na	0.1379	0.1046	0.1822	0.143	0.2588	0.182
TMEM41B	na	2.9944	3.5595	3.1401	3.1006	2.7585	3.2517
NCCRP1	na	0.6145	0.4962	0.3957	0.356	0.1685	0.5481
ZNF233	na	1.9137	1.9056	1.7571	1.3069	1.8359	1.3346
CD3EAP	na	22.7233	23.1213	20.3185	19.6859	14.9975	18.1399
BOLA2	na	48.0011	53.0588	45.7782	40.9817	33.4195	40.3419
ATG16L2	na	4.4619	4.7056	4.2774	3.8823	4.2476	3.7858
ZNF473	na	0.3381	0.3963	0.3572	0.2925	0.4538	0.3547
MCMBP	na	27.2555	29.198	27.4632	27.6292	25.9094	26.2959
MUC6	na	0.7061	0.6873	0.9084	1.0007	1.1043	0.859
CRACR2B	na	2.1968	2.3101	2.0022	1.5914	1.7772	1.7254
MYPOP	na	0.4169	0.3152	0.2432	0.4471	0.2802	0.2482
TPCN2	na	7.5324	9.3515	7.4955	8.0333	6.3559	7.7694
P2RY6	na	4.471	6.4872	4.9897	18.1146	16.4418	20.0008
DCUN1D3	na	0.9136	1.0819	0.8687	1.1641	1.3007	1.3451
FKRP	na	16.386	16.7884	15.7607	15.3242	13.9026	13.5625
ZNF689	na	3.8666	3.1575	3.7244	3.4959	3.1546	3.2136
MRGPRE	na	2.0425	1.4024	2.0976	1.2503	1.4849	1.1061
SEPHS2	na	109.3265	102.8397	105.1856	90.8415	87.5989	82.4648
C5AR1	na	4.3808	6.3915	3.5816	9.7834	6.3033	10.3194
ZG16	na	0.1585	0.0588	0.4468	0.0695	0.1513	0.2998
ZNF260	na	6.433	5.999	6.575	7.3546	8.5973	7.7329
SPTY2D1	na	5.6019	4.8484	6.0578	5.8465	7.1496	6.0711
TSKU	na	0.3585	0.2878	0.2958	2.958	2.9145	3.7089
ZBTB45	na	15.6894	16.7776	16.1094	13.7164	11.8736	12.8937
C19orf47	na	15.3232	15.3197	16.1579	16.1699	15.4884	15.7965
CATSPERG	na	0.2584	0.2614	0.351	0.4456	0.5531	0.4428
NLRP10	na	0.762	0.9606	0.6757	1.1288	1.0928	0.9889
ZNF668	na	6.6139	6.5206	6.0801	5.6338	4.7766	5.2608
ZNF646	na	11.6442	12.8979	12.7181	10.136	10.3407	9.3277
FZD4	na	1.1491	1.2933	1.4525	1.2052	1.2538	0.9563
CEACAM19	na	0.19	0.1189	0.1082	1.3771	0.9982	1.5196
KIF7	na	1.188	1.0884	0.9897	1.3226	1.6655	1.3674
FBXO46	na	4.9093	5.1993	4.904	4.4202	4.5917	4.8563
ZNF226	na	6.4023	6.2698	6.2983	4.6744	5.1431	5.1357
FTL	na	1007.1099	1072.1229	968.9828	1279.131	1261.7853	1395.2914
GDPGP1	na	3.3389	3.0947	3.1838	3.0916	3.2428	3.1061
GATD1	na	15.7622	14.0918	14.5967	15.4703	18.4014	17.4174
FAM71E1	na	1.7114	1.9	1.9227	1.9021	2.1055	1.1613
ZNF524	na	28.0005	25.0894	26.9695	29.0096	34.813	30.7591
FFAR2	na	15.1962	12.4016	12.8001	7.7347	11.814	8.6648
PPP1R37	na	19.2291	19.9604	20.3389	18.621	17.4739	18.2814
CREBZF	na	9.148	10.6434	10.6334	9.3422	7.6823	8.9783
SPN	na	109.06	106.571	110.1362	98.9974	91.9484	96.1704
FAM181B	na	0.1097	0.0679	0.1056	0.1364	0.2009	0.2493
ZNF579	na	5.987	6.1558	6.596	5.4497	5.2967	4.9417
KCTD14	na	0.6312	0.489	0.5763	0.7902	0.7477	0.6496
RINL	na	32.4253	34.5801	32.8274	26.7354	25.772	25.1566
XRCC1	na	30.8831	33.0185	30.8617	26.8441	24.4616	26.6627
COX6B2	na	35.8014	27.6969	38.5914	25.4334	32.8681	25.3796
SOX6	na	0.2083	0.2066	0.3302	0.2316	0.3468	0.265
KLF13	na	18.4476	18.1603	18.4916	17.5467	19.9571	19.2425
HBE1	na	0.3525	0.1629	0.2998	0.0892	0.2912	0.077
CD177	na	4.1013	4.9811	2.2847	1.0086	1.1727	1.6405
OPA3	na	9.2069	9.8072	8.9635	9.2692	8.6671	9.1439
PPP6R1	na	124.1862	118.1819	130.5997	113.0835	116.143	109.0825
MRGPRX1	na	0.4953	0.1655	0.4881	0.174	0.1263	0.1386
MOGAT2	na	7.4577	6.4449	6.0546	2.65	2.3846	3.3873
NAV2	na	1.5241	1.761	1.531	1.044	1.0997	0.844
DLG2	na	0.2822	0.2042	0.6192	0.1779	0.1967	0.1535
ISOC2	na	14.1091	11.901	14.1013	13.7337	17.4612	14.9633
TNRC6A	na	7.6587	8.6713	8.6542	8.6579	8.5091	8.2067
SAE1	na	126.4517	133.239	123.4469	115.0704	106.6011	110.7101
PRKCB	na	4.061	3.7214	4.1148	14.0027	14.9036	16.2079
UBA2	na	47.2829	47.9566	45.5106	44.9594	42.5637	41.5288
LINS1	na	2.4678	2.8219	2.8114	2.8074	2.1296	2.2834
FES	na	100.0599	112.6766	100.3908	91.7507	86.5388	93.5457
BCL3	na	19.3643	18.5097	18.69	37.2276	45.6437	43.8579
PRX	na	0.9425	1.0221	0.8236	0.7416	0.6385	0.7004
RAB4B	na	40.1799	40.4563	41.6721	44.4764	41.1492	45.886
TARM1	na	10.5401	14.8951	12.5101	19.9184	24.202	25.6118
CACNG8	na	1.6649	1.6297	2.2537	1.4535	1.318	1.1009
EIF3K	na	638.9628	568.9657	590.952	541.5644	540.343	548.5969
GRWD1	na	23.9047	28.2705	24.7842	24.2073	15.231	20.1956
ECH1	na	60.7658	56.5137	58.5174	52.1239	53.8619	53.8099
LGALS4	na	3.7017	4.1374	3.6711	3.596	4.054	2.708
ZFP14	na	0.6878	0.7922	0.9155	1.2863	1.6561	1.2747
PKP3	na	5.71	5.267	6.3965	7.0812	7.1507	6.9323
KCNN4	na	92.8275	95.8515	98.977	94.9628	88.7683	92.7124
DEDD2	na	33.1961	36.3941	34.1386	26.156	28.636	26.6881
OSCAR	na	0.1636	0.081	0.0709	0.1822	0.1216	0.0964
MGMT	na	23.0318	16.929	24.0101	21.8192	25.6159	23.0563
C19orf12	na	27.3053	28.9888	25.3009	26.4602	36.2404	30.6163
ZSCAN22	na	6.4814	6.4043	7.1348	5.5655	6.0338	5.2858
ZNF771	na	52.3167	48.7794	47.3922	46.1962	38.6129	44.0746
CADM4	na	0.2952	0.2652	0.283	0.3546	0.2372	0.3707
ACTN4	na	76.7502	74.6322	81.5549	71.0403	69.7017	69.675
ZNF667	na	0.4307	0.4428	0.5305	0.4009	0.489	0.3709
ZNF510	na	0.2889	0.3387	0.1743	0.2629	0.3001	0.2905
ARNTL	na	8.4306	6.2672	8.6784	6.2362	7.5524	6.4171
ZNF556	na	0.6217	0.715	0.4215	0.6112	0.6954	0.4959
SERTAD3	na	9.0341	9.4162	9.4862	8.6819	11.9445	10.2301
ZNF233	na	1.8515	1.4733	2.0705	1.2046	1.4192	1.265
SEC23IP	na	13.134	13.8879	13.4424	13.9665	12.7807	12.0852
LAIR1	na	7.0813	8.2295	7.4347	11.6215	12.555	12.6337
B4GALNT4	na	5.2618	5.4227	5.2262	6.0384	6.7817	6.5302
ZNF580	na	9.7005	8.6982	9.3765	10.7556	10.9271	9.3157
KLHL25	na	9.4949	9.4923	9.0465	7.8646	8.3959	8.1153
RRAS2	na	1.5299	1.6171	1.3004	2.4245	3.1194	2.16
DNAAF3	na	5.9508	5.657	5.8814	5.5983	4.776	5.3146
RGS9BP	na	0.1454	0.1287	0.2208	0.0537	0.1023	0.083
TRIM34	na	1.9455	1.8989	2.2376	3.0347	4.3268	3.8635
CEBPG	na	13.9825	13.5486	13.8112	13.733	12.5434	12.4549
LIG1	na	29.7255	32.4618	29.1681	25.7919	21.8676	24.8966
ZNF780A	na	0.6073	0.5885	0.7298	0.4443	0.7323	0.5568
ZNF180	na	9.4833	9.8576	9.3023	8.419	8.6915	8.3991
CCDC189	na	0.5991	0.5892	0.6495	0.5165	0.2916	0.4548
DMAC2	na	18.613	18.9724	17.9238	16.3659	18.0429	16.3847
SPHK2	na	18.646	18.9214	19.3764	20.9798	19.3698	21.4167
BLOC1S3	na	15.6635	14.1347	14.8776	14.2128	16.4096	15.7337
MEX3B	na	2.0713	1.8703	1.8736	1.5233	1.5971	1.4039
ZNF329	na	1.9865	2.4564	2.5107	2.0071	2.016	1.8702
ARHGAP35	na	3.8345	3.7214	4.149	4.106	3.6037	3.6282
USF2	na	44.183	42.7772	41.0037	39.2593	42.1094	40.8986
DOCK1	na	2.2128	2.6813	2.5539	2.2931	2.0612	2.4407
ZNF566	na	2.4629	2.2873	2.0923	2.1896	1.7737	2.1506
DHCR7	na	40.1445	38.381	45.4022	38.8874	37.1439	36.2124
ZNF274	na	9.8722	9.9342	10.0885	9.5673	10.3706	9.8362
EGLN2	na	30.3976	33.6491	30.9086	34.3609	29.8745	36.3155
RNF169	na	4.854	5.2448	5.1022	4.8997	5.3731	4.3152
LILRB4	na	24.813	30.8295	22.9748	62.4492	74.2582	77.482
DEAF1	na	21.699	25.8416	22.0168	17.5825	16.3892	17.4191
FAM57B	na	0.1018	0.1154	0.271	0.1156	0.1365	0.1179
RPL18	na	29.175	27.5054	27.8274	24.6821	23.5359	24.5761
IFITM1	na	105.2957	120.0159	93.4858	130.3919	133.1369	169.052
NAP1L4	na	93.2512	91.6047	87.6919	88.2286	80.1536	82.3382
USP47	na	20.4542	20.7189	22.0764	20.6011	23.8808	19.6924
ZC3H4	na	22.4151	22.0252	22.0008	21.4529	25.0008	20.5238
B3GNT8	na	55.2057	52.5502	49.745	36.1771	40.8787	37.6309
SLX1B	na	9.6447	9.2009	9.5719	8.6167	9.1451	8.8531
DBP	na	8.8554	7.0383	8.6988	8.0036	10.1726	8.2433
KMT5C	na	33.4713	37.2144	33.6366	30.315	32.1544	29.4268
ZNF569	na	2.6915	2.4893	2.7108	2.7588	2.9484	2.2484
TAOK2	na	12.9938	13.9755	14.2148	11.8925	11.9666	11.9208
PWWP2B	na	8.6061	8.9622	8.2954	8.7193	7.9143	9.0516
AP2A1	na	40.118	39.9969	39.9849	40.4844	37.5027	38.4954
BCKDHA	na	137.7928	114.4866	118.7749	94.3727	97.1149	90.3548
ZNF8	na	0.954	0.9203	0.8046	0.7643	0.7949	0.6878
TMEM219	na	25.3406	24.3099	23.2756	24.7745	26.0236	26.6914
IFITM1	na	1203.9468	1263.3621	1160.7386	1621.0228	1700.633	1800.2623
NR1H2	na	53.8412	50.8246	53.1072	48.9849	48.6729	49.9519
NKPD1	na	0.7063	0.5183	0.5464	0.6226	0.5734	0.3809
GMFG	na	43.3434	43.3168	42.2324	40.56	39.8265	41.2215
UBE2S	na	32.9621	35.9248	31.9808	29.4627	24.1691	30.2824
DMKN	na	7.5125	8.6691	6.3625	4.6955	4.2717	5.0053
CLASRP	na	28.6759	31.2685	30.4446	29.0051	27.9138	27.9161
ZNF143	na	12.7191	12.0167	12.1776	12.2543	14.4309	12.568
PRCP	na	27.9172	23.6426	26.612	25.4577	28.0941	25.1428
EXOSC5	na	220.324	203.4136	205.9776	169.7716	142.0232	156.1426
FIZ1	na	23.7222	22.7876	23.7468	22.3418	21.2966	20.644
SNRPA	na	107.1349	106.6372	101.7123	103.3151	94.9911	98.5717
TMEM91	na	0.2034	0.1366	0.1668	0.2646	0.3571	0.1509
TNNT3	na	0.2915	0.2412	0.1645	0.3586	0.2139	0.2465
RPS17	na	50.9655	48.9706	47.2094	42.062	36.2708	39.7
IRGC	na	0.2128	0.4165	0.2189	0.1018	0.1554	0.015
PGGHG	na	9.832	10.9867	10.6664	9.3304	8.7921	8.8903
NECTIN2	na	7.0479	6.2663	5.993	14.736	17.8912	18.836
KCNC3	na	0.8573	1.2069	0.8431	0.7899	0.8432	0.683
HIKESHI	na	14.5403	14.4642	14.1682	13.696	13.179	13.1964
ZFP28	na	1.7397	1.8678	1.8029	1.7483	1.7601	1.6765
ZNF420	na	1.0371	1.0277	1.0678	1.234	1.3095	0.9989
MAPK3	na	118.7482	107.7844	109.5938	120.5922	127.4535	123.7504
NUMBL	na	1.8901	1.7456	1.8837	1.8004	2.2915	1.9657
PSTK	na	6.7504	6.5133	6.9813	6.0626	5.8487	6.4896
LDHA	na	1083.8999	1153.9233	1029.5262	1042.6509	994.6917	1094.0779
USP31	na	1.9016	2.0251	2.1787	1.6987	1.5511	1.5211
B9D2	na	140.5066	123.7018	127.6846	128.048	134.5426	126.6296
SNRNP70	na	251.8913	309.9976	261.3926	238.5087	199.3097	231.2782
NUP98	na	7.7758	7.8163	8.31	9.9628	11.3547	9.4296
AP3S2	na	12.3972	12.5137	11.9557	12.2554	11.9776	11.2965
HSPBP1	na	49.6465	54.3894	43.3557	42.8314	32.8324	37.7429
GPATCH1	na	5.4764	5.6424	5.7613	5.2684	5.3679	4.9908
CDC42EP5	na	1.7087	1.9041	3.1886	2.3203	2.9631	2.192
PEPD	na	19.2909	18.733	18.7675	15.176	12.5449	14.9153
KLK8	na	2.7614	2.9196	2.6625	4.1751	4.4611	3.5354
HCST	na	85.9423	79.2669	85.7332	63.7314	59.5644	66.782
IZUMO1	na	0.1224	0.1164	0.1094	0.0725	0.116	0.0946
TNNT1	na	3.1069	3.3727	3.4053	2.5072	2.347	2.6955
ETHE1	na	50.3354	50.1055	45.4338	41.0482	39.8686	44.2679
ZNF428	na	4.9464	5.7685	4.7385	3.9697	3.3773	4.2678
SNORA23	na	1.1952	0.458	1.0628	0.6863	0.4254	0.9208
SNORD14B	na	5.8765	8.9447	8.8313	7.9109	5.3025	7.2286
SNORD35B	na	6.0155	7.4661	7.0225	5.13	4.5429	6.654
SNORD15B	na	2.6198	3.8306	3.8715	2.9631	1.1107	2.1396
SNORA54	na	0.0331	0	0.4907	0.2077	0	0.1002
SNORD32A	na	11.4814	16.7706	10.5156	11.1218	6.8722	10.4291
SNORA30	na	0.2443	0.3538	0.3306	0.1133	0.1234	0.6301
SNORD35A	na	13.5435	21.822	16.6936	13.9077	10.9627	13.0991
SNORD15A	na	0.6096	0.2097	0.459	0.3534	0.3306	0.905
SNORD34	na	9.483	14.9134	12.485	13.0231	8.8818	10.8649
IPO7	na	40.1557	34.8828	41.0782	43.9532	49.6449	37.8717
NUMA1	na	37.9819	36.2614	39.6442	35.8013	41.3873	34.7214
AKAP13	na	13.1478	12.3851	13.8966	12.1579	14.32	12.1048
LSM14A	na	41.0559	37.9865	38.8062	40.2697	43.8813	38.6942
KIAA0355	na	4.5979	4.3304	4.6372	4.9955	5.0205	4.7554
ZNF575	na	0.1592	0.2014	0.2166	0.2909	0.2575	0.3293
BUB3	na	105.8481	111.6966	100.2784	96.8463	83.5063	91.3103
MYADM	na	41.7218	41.4464	38.3741	74.1448	91.4532	86.2408
ZNF850	na	0.7089	0.6536	0.6148	0.7944	0.6248	0.707
ZNF233	na	0.1672	0.0847	0.281	0.0946	0.2059	0.1959
CCND1	na	6.3237	8.2433	6.258	7.5695	6.5402	6.4249
PRSS36	na	1.1377	1.4761	1.6413	1.2115	1.4656	1.2703
ART5	na	0.1302	0.1017	0.1007	0.1915	0.1243	0.2887
RNF121	na	4.8031	5.4813	4.8595	4.6896	4.358	4.6429
IL18BP	na	2.6256	2.9656	3.0212	5.9543	8.3145	9.3828
SERPINH1	na	0.5037	0.2201	0.3462	0.3562	0.191	0.3262
TLNRD1	na	11.8508	13.1415	11.7901	16.4721	12.7802	16.6303
NSMCE3	na	4.9192	4.9029	4.6294	4.3846	4.1385	4.3973
FRAT1	na	2.1629	2.7166	2.2741	1.7988	1.6675	1.5883
MKRN3	na	0.7779	0.8026	0.5646	0.5032	0.6547	0.4692
SLC17A7	na	0.1309	0.1143	0.0956	0.1326	0.1089	0.0994
VSIG10L	na	3.1096	2.7397	3.1457	2.639	2.5392	2.5092
EID2B	na	2.3588	2.1333	2.2173	2.1698	2.7578	2.3749
BICRA	na	7.7941	7.2127	8.1088	8.8197	10.3072	8.6613
ZSWIM9	na	0.5216	0.4845	0.5495	0.5329	0.5643	0.5445
ZSCAN18	na	0.4113	0.261	0.3489	0.3698	0.4129	0.2957
TRIM6	na	1.1919	1.0997	1.3116	1.6771	1.7819	1.5105
TUFM	na	25.8008	23.3505	19.9032	21.1874	18.1699	20.1141
IQCK	na	0.1476	0.1936	0.1231	0.1921	0.0945	0.1669
TRIM68	na	4.1352	4.3273	4.5729	4.3021	5.1528	4.5051
RHOG	na	253.0772	242.0441	240.0437	330.9939	371.1508	374.3418
OMP	na	0.2822	0.4483	0.321	0.217	0.1571	0.2491
FAM169B	na	1.7305	1.139	1.6205	1.5287	1.9553	1.6168
SVIP	na	21.7467	19.4843	20.4362	10.4169	10.1575	9.8881
RPL13A	na	431.7905	398.8692	417.0013	377.19	374.339	390.5233
IL4I1	na	0.7596	0.6724	0.7446	0.7555	0.6572	0.7071
PLEKHF1	na	7.0416	6.9474	6.1175	5.6738	6.4504	6.0459
SDHAF1	na	25.7759	25.4506	26.5126	24.4089	21.5002	26.1572
COX7A1	na	2.9411	5.5137	4.3923	3.7925	3.8034	5.3568
ZNF382	na	0.7762	1.2422	1.1421	1.1999	1.2055	0.9411
SPINT2	na	105.2722	85.3923	97.2925	82.7729	89.6758	81.4184
CEACAM6	na	5.8603	6.4467	5.2179	3.612	3.214	3.7927
PHLDB3	na	9.7108	8.2649	9.7057	8.4429	9.5557	8.7962
ZNF45	na	2.149	2.1657	2.2988	2.1884	1.7409	1.8781
ZNF233	na	1.6414	1.4219	1.7478	1.76	1.8052	1.3557
CCDC61	na	12.599	11.5289	11.7515	9.6642	11.0212	9.2193
C5AR2	na	0.5479	0.7766	0.6399	0.6129	0.7667	0.653
EHD2	na	0.1186	0.1075	0.1008	0.1185	0.1006	0.0948
ZNF865	na	11.1874	11.1228	11.945	10.8352	9.7038	9.0704
ZNF628	na	10.6071	10.0115	10.5427	10.2618	9.3762	10.0219
LILRB4	na	1.4351	1.918	0.9663	1.0586	0.6337	1.15
LILRB4	na	0.6493	0.9756	0.5536	0.9229	1.1345	1.049
SELENOS	na	65.6738	79.9438	66.348	64.6377	51.0513	61.9884
SNORA3C	na	2.9738	3.4854	4.2215	2.2442	2.2901	3.6527
BNIP3	na	75.7933	64.2093	67.4932	67.8505	105.568	88.0986
FAM174B	na	9.5044	9.0928	13.3932	8.6019	9.5253	9.1222
TM2D3	na	25.3093	26.0325	26.0517	23.771	24.4047	24.2094
HAUS5	na	14.8088	17.4286	15.3159	11.287	9.5989	10.0618
U2AF1L4	na	10.2382	13.3367	11.7487	9.1234	7.5425	8.7689
ZNF566	na	4.2849	4.3971	3.9871	4.6315	3.7586	3.8928
ZNF780A	na	1.3969	1.248	1.3333	1.3906	1.5941	1.0713
C19orf54	na	1.933	1.937	1.9599	1.8566	1.4209	1.833
DACT3	na	0.6654	0.6258	0.6071	1.0941	1.1339	0.8998
GP6	na	9.0467	6.4542	16.7604	6.0658	7.6331	6.19
LENG1	na	7.8094	7.8124	8.2678	7.0989	7.4762	8.0194
PRKCG	na	0.4109	0.2747	0.3715	0.5214	0.6249	0.6554
NLRP12	na	0.7626	0.5867	0.5344	0.2588	0.3741	0.2962
SNORD88C	na	34.8519	40.344	38.5116	30.8824	26.3925	25.8753
SNORD23	na	0.3761	0.9972	0.9418	0.0865	0.9109	1.1005
SNORD88B	na	20.3726	26.7541	20.988	22.2395	13.3911	18.4088
LILRB4	na	1.1218	1.2598	0.7924	1.8809	2.5226	2.3443
RAN	na	0.1336	0.0991	0.0822	0.1172	0.0638	0.2023
ISOC2	na	40.8596	40.6019	37.7335	34.3742	31.3614	33.9009
ZNF112	na	1.3035	1.3375	1.4713	1.3868	1.1674	1.2084
SNORD97	na	2.2121	1.5589	2.0003	1.8532	1.372	1.7778
MIA-RAB4B	na	0.0928	0.1115	0.1066	0.1007	0.0353	0.0384
SHKBP1	na	18.3296	17.849	18.6678	18.3652	17.5037	18.3847
TIMM10B	na	14.5926	16.6673	15.1524	14.5707	14.2412	16.0634
LILRB4	na	0.7067	1.1435	0.7379	0.9195	0.8596	1.0748
RPL13A	na	7.7993	7.8548	9.9861	9.1734	9.4016	9.2402
TRIM34	na	0.1199	0.109	0.0709	0.1473	0.0723	0.175
RPS13	na	8.5472	9.9825	8.4221	8.785	6.8174	9.3623
LRRC32	na	6.1763	3.6784	10.658	5.9697	6.609	5.1718
ZNF195	na	2.819	3.0294	3.084	3.3356	2.9746	2.82
INAFM1	na	14.3515	13.2148	15.97	12.2361	13.5286	12.9032
NUP35	na	2.0979	2.2765	2.0757	1.9368	1.6227	1.8176
TMSB10	na	11.4264	12.0537	11.4746	13.3649	12.865	15.3944
FANCF	na	10.278	10.1194	10.3798	8.4593	7.2322	7.5775
ZNF775	na	4.6959	4.2569	4.5441	4.0335	4.9348	4.1357
PAGR1	na	30.4758	33.7701	29.2848	32.0475	29.3686	34.0894
SCARNA15	na	1.7899	1.377	1.2456	1.4479	0.8248	0.654
LIM2	na	0.1156	0.0457	0.1325	0.0541	0.1027	0.0478
MRGPRX1	na	0.1626	0.3619	0.12	0.3446	0.1552	0.1436
ITPRIPL2	na	4.2607	5.2142	4.451	5.6908	5.3308	5.8819
SNORD88A	na	0.5358	1.2174	0.641	1.3376	0.4206	0.6233
MIA-RAB4B	na	43.019	43.5366	44.8145	47.7679	44.1829	49.0367
VKORC1	na	107.2883	101.0022	106.3871	86.8719	90.3864	87.7299
SNORD88A	na	1.555	2.6412	3.1315	1.7239	0.9464	0.7731
TPBGL	na	0.2213	0.1806	0.3274	0.2571	0.1796	0.1808
MRGPRX1	na	1.6243	1.6726	1.0904	1.0935	0.4329	0.7151
ZNF780A	na	1.4035	1.2776	1.2042	1.4718	1.7456	1.414
CDH1	na	1.8032	1.477	3.1749	1.3877	1.2481	1.4925
SPG7	na	20.2648	20.558	20.6619	19.4096	18.3614	19.3636
RPL13	na	29.8451	33.9078	29.8988	27.1756	26.0603	28.4815
CHMP1A	na	36.8895	36.4469	35.7593	39.0385	39.9895	40.8768
TUBGCP3	na	7.9398	8.9349	8.8521	7.4791	7.6611	7.271
IL12RB1	na	10.1346	8.6497	10.2545	7.8366	9.219	7.669
VPS9D1	na	5.4822	6.0468	5.727	6.1379	6.5722	6.9068
ZNF276	na	3.8091	4.3279	4.0134	3.4085	3.1189	3.3266
EFNB2	na	0.136	0.1038	0.2064	0.1771	0.0738	0.1059
TCF25	na	104.5699	105.3931	107.7577	107.2335	108.1303	108.0629
DEF8	na	52.8571	48.286	55.4302	44.398	51.6164	45.4591
TRMT1	na	17.7146	18.8425	17.8871	14.3591	13.1017	14.1263
NACC1	na	60.3197	61.2653	60.9598	61.0443	60.171	57.1316
NFIX	na	6.6285	5.8898	6.4071	5.9044	6.2234	5.5303
SIPA1L2	na	1.6679	1.6277	1.4528	2.1876	2.3702	2.8386
TMEM161A	na	12.2699	12.7312	12.0007	10.5122	10.2816	10.7507
ARMC6	na	5.501	5.9751	5.4196	5.051	3.5555	4.3191
BORCS8	na	19.3155	17.7647	17.6965	15.8505	15.6447	15.8561
SLC25A42	na	0.9724	1.1982	0.9567	0.7939	0.9133	0.8138
NR2F6	na	7.1342	7.5786	7.0336	6.3449	5.3049	5.5909
USE1	na	64.3357	59.9846	60.8025	58.434	58.5379	59.5051
OCEL1	na	2.4623	2.6779	2.4545	2.3149	1.9769	2.2103
ADGRE5	na	42.8135	40.4057	48.7693	41.1835	41.8819	45.371
KCNN1	na	0.3063	0.1882	0.1427	0.2284	0.3095	0.279
ARRDC2	na	13.0969	15.0517	13.3853	12.6827	11.4898	11.3351
MAP2K7	na	20.1342	21.3443	22.1438	18.2691	18.1949	16.5255
TIMM44	na	28.5121	30.3183	28.6816	26.3301	25.033	26.0517
AP1M1	na	51.6605	51.6976	50.3564	52.0331	44.7205	48.3488
RAB8A	na	35.1887	34.727	33.6878	34.4801	33.2983	35.0243
FAM32A	na	67.6006	62.5389	64.4663	70.1822	65.8836	67.2528
GLG1	na	16.9728	16.5423	16.9459	21.8811	25.3127	22.2054
CYP4F3	na	18.8429	19.2167	21.6262	12.2019	11.624	11.7918
HOMER3	na	13.031	13.4805	14.719	13.2055	12.2248	12.3786
CRTC1	na	4.6376	4.3633	5.0834	4.6572	4.7539	4.022
CALB2	na	0	0	0	0.9431	1.3908	2.1252
FARSA	na	54.7272	55.9845	54.2046	47.1314	42.421	45.1877
GCDH	na	7.1412	7.5857	6.9861	6.5778	6.8142	6.4793
DNASE2	na	26.3831	28.3557	25.1778	20.5649	18.1016	19.1761
RAD23A	na	42.2302	42.1147	41.8982	42.6653	40.1089	42.0494
CALR	na	879.9334	919.9747	832.2338	727.7806	688.7721	698.2156
SYCE2	na	53.4747	64.1325	56.5293	52.1425	46.7068	50.4328
NFAT5	na	2.1637	2.3201	2.4724	2.7151	2.6171	2.6898
NOB1	na	38.7522	36.4559	36.0658	33.4521	29.0425	30.4678
NQO1	na	9.8911	7.969	11.2707	6.7719	6.6976	6.7095
CLCN3	na	2.3515	2.5358	2.4004	2.6072	3.2031	2.8947
LARGE1	na	1.5036	1.403	1.3999	1.5507	1.5118	1.3779
PNPLA6	na	9.405	9.9076	11.0844	9.2714	10.5577	9.5535
MCOLN1	na	15.6053	17.9307	16.8585	15.7861	15.1648	16.9626
STXBP2	na	77.3571	74.1324	80.4121	72.9227	77.3932	77.9363
WWOX	na	2.5583	2.2308	2.5488	2.1535	2.3437	2.1181
MYO9B	na	24.5335	25.7363	25.4818	27.3135	26.8205	26.0406
CCDC130	na	6.7727	6.7413	6.5092	6.5724	6.9851	6.8327
MRI1	na	36.4748	34.8275	34.2583	30.9142	29.8534	29.1075
WDR83	na	17.571	18.9293	16.8966	15.5286	13.1831	15.5684
PRDX2	na	69.1728	68.2365	63.6585	73.3806	75.7886	74.5008
MCM5	na	136.8083	146.6492	127.883	105.9724	83.1694	94.9713
HMOX1	na	186.8887	199.1495	158.273	322.5151	305.1334	390.7592
IL27RA	na	5.0916	4.372	5.1629	7.118	7.0942	6.7281
PRKACA	na	36.6415	31.5948	38.6234	38.359	42.0612	38.1061
ASF1B	na	33.0068	38.5661	31.5094	26.799	21.9189	25.0256
DDX39A	na	35.4163	45.2941	33.8316	28.9239	19.6063	26.8209
DNAJB1	na	38.0847	38.7268	39.5707	36.2138	36.9165	35.0967
INSR	na	6.0795	5.4698	6.3273	6.0278	6.9195	6.0139
CTCF	na	24.2931	25.0125	25.324	23.8177	25.0548	22.564
PARD6A	na	12.8995	12.0163	12.851	8.9783	11.2595	10.7429
